version,SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
v1,376762,TP_1H8IKCIX161JUZ2,3R08VXYT7D5PF5NKDVAWQQHQX6A7W4,2628,7/28/22 16:47,7/28/22 17:31,Approved,7,2.92,1.01,38905,,Male,100.00%,
v1,376762,TP_1FDDX9XVFCQVW7,3Z2R0DQ0JIOOC44NMJZV8TTIFMJE2F,3474,7/28/22 16:48,7/28/22 17:46,Approved,7,4.41,1.01,60322,,Male,100.00%,
v1,376762,TP_11EOGDRHGZN7KY2,3RJSC4XJ114HKB8GWV2ELBUQ5V005G,5079,7/28/22 16:47,7/28/22 18:12,Approved,7,2.3,1.01,82299,,Male,100.00%,
v1,376762,TP_1YBRWRM3A6FYUY2,33LKR6A5KFUJC24OTAOC2WJEQQ3T1E,4511,7/28/22 17:21,7/28/22 18:36,Approved,7,4.61,1.01,34103,,Male,100.00%,
v1,376762,TP_15G3IE1O97L9O02,36U2A8VAG29HZPP4BQHTFS7SEYAKYM,7368,7/28/22 16:47,7/28/22 18:50,Approved,7,0.13,1.01,60575,,Female,100.00%,
v1,376762,TP_11CRWLEIC3EZVY2,3X73LLYYQ2OWL0KIY35LLKTTIX2HNP,8140,7/28/22 16:47,7/28/22 19:03,Approved,7,2.67,1.01,76981,,Male,100.00%,
v1,376762,TP_160RW5M0VMEJP7,3TY7ZAOG5GUK2UTJ3I6KN0D82MO0KW,3625,7/28/22 18:08,7/28/22 19:08,Approved,7,3.08,1.01,61306,,Male,100.00%,
v1,376762,TP_1PW6BAC12I9JA7,3TE3O85731IDL89S8PJV70S1UB92RG,7399,7/28/22 17:12,7/28/22 19:15,Approved,7,4.1,1.01,96828,,Male,100.00%,
v1,376762,TP_1Z69T70QV9D2C02,3QAVNHZ3ENERND9JGKFER62007CAL5,8991,7/28/22 16:47,7/28/22 19:17,Approved,7,3.33,1.01,22553,,Female,100.00%,
v1,376762,TP_1UXBOFL2F547H02,38SKSKU7R276TVSHS87R84QJDFHLIK,9025,7/28/22 16:48,7/28/22 19:18,Approved,7,2.69,1.01,11946,,,,
v1,376762,TP_1YGU5EXQS2T7JY2,3XIQGXAUMDI445SAN06IS9VX68G7XX,10404,7/28/22 16:47,7/28/22 19:41,Approved,7,2.11,1.01,33390,,Male,100.00%,
v1,376762,TP_1WCLPR1XI6TCL7,339ANSOTR6CV9PAZ78VQT4D4OFDKIH,11376,7/28/22 16:51,7/28/22 20:00,Approved,7,5,1.01,97150,,Male,100.00%,
v1,376762,TP_114AKL3Q74OD1Y2,3TPWUS5F8ABVRMIG4CI76C94YH1CW2,13332,7/28/22 16:47,7/28/22 20:29,Approved,7,2.3,1.01,10130,,Female,100.00%,
v1,376762,TP_1FM4VQV4UNUMB02,3AZHRG4CU5UE6WLCICEL6EW6RZ903Q,13488,7/28/22 16:47,7/28/22 20:32,Approved,7,3.83,1.01,28173,,,,
v1,376762,TP_114BIJ0BF9H047,31Z0PCVWULPXNOJQIQ5L36ARTCS7TE,13504,7/28/22 16:47,7/28/22 20:32,Approved,7,2.82,1.01,10916,,Male,100.00%,
v1,376762,TP_12UDMFI548O8HZ2,33OOO72IVIV3Z5EM97DWJS25UNJCTC,14386,7/28/22 16:47,7/28/22 20:47,Approved,7,2.5,1.01,89854,,Female,100.00%,
v1,376762,TP_1MBCEXTIUU1Q8Y2,324G5B4FB4IW7FMZKOHBJV8MW1V07V,13964,7/28/22 17:12,7/28/22 21:04,Approved,7,4.11,1.01,35674,,Male,100.00%,
v1,376762,TP_1FED2Y0X7CNMLZ2,3PH3VY7DJM78ZFTQWQ2FHAAP714WZ6,9686,7/28/22 19:29,7/28/22 22:10,Approved,7,3.59,1.01,38343,,Male,100.00%,
v1,376762,TP_10SRIN3DSJ1RS02,30LB5CDZNDKFRPS53J9UAF1L6WJ0Z2,6350,7/28/22 21:43,7/28/22 23:28,Approved,7,4.4,1.01,27636,,Male,100.00%,
v1,376762,TP_15M9T73W2DMWXY2,34FNN24DCNJEH64143DND3OAHAM5YX,11872,7/28/22 21:21,7/29/22 00:39,Approved,7,5,1.01,27998,,Female,100.00%,
v2,377584,A176PLYJ2VNRII,3TY7ZAOG5GUK2UTJ3I6KN0D825L0KV,2319,8/1/22 13:39,8/1/22 14:17,Approved,7,4.15,1.01,39074,,Male,100.00%,
v2,377584,A2CWB4KQ8D4MTY,3K772S5NP9LSRU755422VXZK4PRHEU,2425,8/1/22 13:39,8/1/22 14:20,Approved,7,3.85,1.01,96155,,Female,100.00%,
